# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/wildtype-01.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/wildtype-01.bam
YLR191W	XII	537272	538432	+	1161	30
YLR192C	XII	538792	539589	-	798	275
YLR193C	XII	540009	540536	-	528	22
YLR194C	XII	540809	541573	-	765	611
YLR195C	XII	541937	543304	-	1368	60
YLR196W	XII	543968	545698	+	1731	128
YLR197W	XII	546097	547611	+	1515	261
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	29
YLR200W	XII	549012	549356	+	345	28
YLR201C	XII	549511	550293	-	783	40
YLR203C	XII	550650	551960	-	1311	138
YLR204W	XII	552270	552605	+	336	90
YLR205C	XII	552724	553677	-	954	19
YLR206W	XII	554578	556419	+	1842	213
YLR207W	XII	556788	559289	+	2502	102
YLR208W	XII	559551	560444	+	894	208
YLR209C	XII	560797	561732	-	936	65
YLR210W	XII	562008	563390	+	1383	9
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	15
YLR212C	XII	564860	566281	-	1422	39
YLR213C	XII	566654	567922	-	1269	9
YLR214W	XII	568567	570627	+	2061	136
YLR215C	XII	570776	571858	-	1083	17
YLR216C	XII	572096	573211	-	1116	230
YLR218C	XII	573466	573918	-	453	99
YLR219W	XII	574151	576337	+	2187	159
YLR220W	XII	576825	577793	+	969	122
YLR221C	XII	578362	579024	-	663	57
YLR222C	XII	579318	581771	-	2454	41
YLR223C	XII	582233	585490	-	3258	27
YLR224W	XII	586464	587573	+	1110	107
YLR226W	XII	589354	590541	+	1188	10
YLR227C	XII	590562	592043	-	1482	20
YLR228C	XII	600019	602463	-	2445	119
YLR229C	XII	604212	604787	-	576	218
YLR231C	XII	605758	607119	-	1362	61
YLR233C	XII	607425	609524	-	2100	13
YLR234W	XII	609783	611753	+	1971	11
YLR237W	XII	612367	614163	+	1797	42
YLR238W	XII	614755	616191	+	1437	25
YLR239C	XII	616332	617318	-	987	39
YLR240W	XII	617533	620160	+	2628	45
YLR241W	XII	620473	622821	+	2349	116
YLR242C	XII	622918	623883	-	966	14
YLR243W	XII	624203	625021	+	819	29
YLR244C	XII	625168	626331	-	1164	230
YLR245C	XII	626502	626930	-	429	14
YLR246W	XII	627118	628197	+	1080	25
YLR247C	XII	628684	633354	-	4671	69
YLR248W	XII	634252	636084	+	1833	197
YLR249W	XII	636780	639914	+	3135	3316
YLR250W	XII	640317	641021	+	705	107
YLR251W	XII	641464	642057	+	594	25
YLR253W	XII	642627	644336	+	1710	80
YLR254C	XII	644404	644973	-	570	26
YLR256W	XII	646415	650923	+	4509	271
YLR258W	XII	660716	662833	+	2118	796
YLR259C	XII	663284	665002	-	1719	714
YLR260W	XII	665844	667907	+	2064	34
YLR261C	XII	668237	668563	-	327	0
YLR262C	XII	668244	668891	-	648	31
YLR262C-A	XII	669468	669662	-	195	118
YLR263W	XII	670340	672823	+	2484	11
YLR264W	XII	673131	673334	+	204	205
YLR265C	XII	674427	675455	-	1029	9
YLR266C	XII	675619	677724	-	2106	57
YLR267W	XII	678212	679924	+	1713	37
YLR268W	XII	680200	680844	+	645	76
YLR270W	XII	681186	682238	+	1053	105
YLR271W	XII	682737	683561	+	825	22
YLR272C	XII	683672	687202	-	3531	34
YLR273C	XII	689083	691029	-	1947	9
YLR274W	XII	691555	693882	+	2328	48
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	9
YLR276C	XII	695046	696830	-	1785	106
YLR277C	XII	697156	699495	-	2340	34
YLR284C	XII	706198	707040	-	843	26
YLR285W	XII	707360	708145	+	786	69
YLR286C	XII	708448	710136	-	1689	1197
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	408
YLR288C	XII	713480	714904	-	1425	31
YLR289W	XII	715089	717026	+	1938	16
YLR290C	XII	717145	717978	-	834	20
YLR291C	XII	718317	719462	-	1146	49
YLR292C	XII	719789	720370	-	582	57
YLR293C	XII	720771	721430	-	660	737
YLR295C	XII	721999	722373	-	375	67
YLR298C	XII	724721	725416	-	696	32
YLR299W	XII	726069	728051	+	1983	130
YLR300W	XII	728955	730301	+	1347	692
YLR301W	XII	730825	731559	+	735	151
YLR303W	XII	732542	733876	+	1335	0
YLR304C	XII	735212	737548	-	2337	493
YLR305C	XII	738161	743863	-	5703	127
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	10
YLR307W	XII	745620	746525	+	906	2
YLR308W	XII	747937	748875	+	939	0
YLR309C	XII	749034	751769	-	2736	69
YLR310C	XII	752224	756993	-	4770	110
YLR312W-A	XII	759480	760241	+	762	29
YLR313C	XII	760750	762342	-	1593	7
YLR314C	XII	762575	764137	-	1563	215
YLR315W	XII	764808	765269	+	462	10
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	53
YLR318W	XII	766542	769196	+	2655	9
YLR319C	XII	769318	771684	-	2367	39
YLR320W	XII	771940	776304	+	4365	24
YLR321C	XII	776584	777864	-	1281	20
YLR322W	XII	777628	777942	+	315	0
YLR323C	XII	778173	778952	-	780	12
YLR324W	XII	779215	780786	+	1572	87
YLR325C	XII	781143	781379	-	237	582
YLR327C	XII	783127	783387	-	261	603
YLR328W	XII	784913	786118	+	1206	85
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	5
YLR330W	XII	787664	789679	+	2016	349
YLR331C	XII	790669	791046	-	378	0
YLR332W	XII	790676	791806	+	1131	137
YLR333C	XII	795573	795899	-	327	326
YLR335W	XII	797430	799592	+	2163	125
YLR336C	XII	799697	802396	-	2700	9
YLR337C	XII	802653	805106	-	2454	227
YLR338W	XII	804346	805203	+	858	0
YLR340W	XII	805887	806825	+	939	3370
YLR341W	XII	807385	808818	+	1434	2
YLR342W	XII	809997	815627	+	5631	1006
YLR343W	XII	816094	817761	+	1668	21
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	514
YLR346C	XII	822287	822592	-	306	16
YLR347C	XII	823828	826413	-	2586	101
YLR348C	XII	826977	827873	-	897	174
YLR350W	XII	828730	829380	+	651	299
YLR351C	XII	829489	830364	-	876	198
YLR353W	XII	834352	836163	+	1812	49
YLR354C	XII	836350	837357	-	1008	583
YLR355C	XII	838066	839253	-	1188	1183
YLR356W	XII	840321	840914	+	594	53
YLR357W	XII	841331	844000	+	2670	83
YLR359W	XII	844282	845730	+	1449	622
YLR360W	XII	846103	847422	+	1320	31
YLR361C	XII	847388	849124	-	1737	32
YLR362W	XII	849866	852019	+	2154	45
YLR363C	XII	852495	853151	-	657	13
YLR364W	XII	854062	854391	+	330	4
YLR367W	XII;XII	856442;857058	856574;857317	+;+	393	268
YLR368W	XII	857540	859336	+	1797	23
YLR369W	XII	859552	861525	+	1974	39
YLR370C	XII	861718	862254	-	537	123
YLR371W	XII	862714	866784	+	4071	99
YLR373C	XII	868662	871367	-	2706	47
YLR375W	XII	871697	872728	+	1032	192
YLR376C	XII	872826	873554	-	729	17
YLR377C	XII	873746	874792	-	1047	9
YLR378C	XII	875736	877178	-	1443	238
YLR380W	XII	878282	879508	+	1227	79
YLR381W	XII	879723	881924	+	2202	22
YLR382C	XII	882067	884751	-	2685	65
YLR383W	XII	885288	888632	+	3345	38
YLR384C	XII	888851	892900	-	4050	174
YLR385C	XII	892992	893390	-	399	2
YLR386W	XII	893628	896270	+	2643	44
YLR387C	XII	896374	897672	-	1299	133
YLR388W	XII	898651	898821	+	171	322
YLR389C	XII	899577	902660	-	3084	118
YLR390W	XII	903066	903404	+	339	27
YLR390W-A	XII	903724	904440	+	717	436
YLR392C	XII	904749	906305	-	1557	31
YLR393W	XII	907079	907918	+	840	14
YLR394W	XII	907950	909398	+	1449	53
YLR395C	XII	909729	909965	-	237	49
YLR396C	XII	910235	912310	-	2076	34
YLR397C	XII	912550	914892	-	2343	49
YLR398C	XII	915156	919019	-	3864	96
YLR399C	XII	919536	921596	-	2061	180
YLR401C	XII	922442	924448	-	2007	49
YLR403W	XII	925568	927619	+	2052	50
YLR405W	XII	929789	930892	+	1104	27
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	296
YLR408C	XII	933885	934253	-	369	10
YLR409C	XII	934414	937233	-	2820	49
YLR410W	XII	937541	940981	+	3441	126
YLR411W	XII	947253	947978	+	726	2
YLR412W	XII	948368	949192	+	825	37
YLR413W	XII	951156	953183	+	2028	369
YLR414C	XII	953353	954144	-	792	274
YLR417W	XII	955010	956710	+	1701	58
YLR418C	XII	956914	958095	-	1182	65
YLR420W	XII	963785	964879	+	1095	150
YLR421C	XII	965090	965560	-	471	94
YLR422W	XII	965897	971695	+	5799	63
YLR423C	XII	971917	973170	-	1254	6
YLR424W	XII	973395	975521	+	2127	7
YLR425W	XII	982894	986817	+	3924	59
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	38
YLR427W	XII	988428	990440	+	2013	98
YLR429W	XII	990777	992732	+	1956	230
YLR430W	XII	993434	1000129	+	6696	113
YLR431C	XII	1000342	1001703	-	1362	33
YLR432W	XII	1002557	1004128	+	1572	369
YLR433C	XII	1004347	1006008	-	1662	35
YLR435W	XII	1006378	1006995	+	618	22
YLR436C	XII	1007421	1011245	-	3825	86
YLR437C	XII	1011622	1012023	-	402	64
YLR438W	XII	1012501	1013775	+	1275	118
YLR438C-A	XII	1013909	1014178	-	270	112
YLR439W	XII	1014491	1015450	+	960	73
YLR440C	XII	1015568	1017697	-	2130	47
YLR441C	XII	1018141	1018908	-	768	1085
YLR442C	XII	1019315	1022251	-	2937	42
YLR443W	XII	1022625	1023971	+	1347	70
YLR445W	XII;XII	1024189;1024655	1024572;1024837	+;+	567	1
YLR447C	XII	1026856	1027893	-	1038	325
YLR448W	XII;XII	1028854;1029253	1028868;1029768	+;+	531	318
YLR449W	XII	1030834	1032012	+	1179	255
YLR450W	XII	1032627	1035764	+	3138	173
YLR451W	XII	1036093	1038753	+	2661	47
YLR452C	XII	1039270	1041366	-	2097	48
YLR453C	XII	1041799	1042986	-	1188	12
YLR454W	XII	1043998	1051884	+	7887	92
YLR455W	XII	1053629	1054543	+	915	20
YLR457C	XII	1055812	1056771	-	960	12
YLR459W	XII	1057334	1058518	+	1185	40
YLR461W	XII	1062919	1063281	+	363	0
YLR465C	XII	1067045	1067353	-	309	0
YLR466W	XII	1067087	1071235	+	4149	3
YLR467W	XII	1072508	1077898	+	5391	0
YML132W	XIII	7244	8383	+	1140	2
YML130C	XIII	11483	13174	-	1692	73
YML129C	XIII	14541	14753	-	213	91
YML128C	XIII	15135	16676	-	1542	190
YML127W	XIII	17064	18809	+	1746	81
YML126C	XIII	19060	20535	-	1476	281
YML125C	XIII	20761	21699	-	939	168
YML124C	XIII;XIII	22048;23659	23360;23683	-;-	1338	274
YML123C	XIII	24037	25800	-	1764	1136
YML121W	XIII	26930	27862	+	933	48
YML120C	XIII	28266	29807	-	1542	161
YML118W	XIII	32334	33851	+	1518	19
YML117W	XIII	34243	37647	+	3405	272
YML116W-A	XIII	37472	37774	+	303	13
YML116W	XIII	38196	39824	+	1629	59
YML115C	XIII	40187	41794	-	1608	128
YML114C	XIII	42043	43575	-	1533	62
YML113W	XIII	44045	44791	+	747	17
YML112W	XIII	45063	45953	+	891	16
YML111W	XIII	46942	49704	+	2763	90
YML110C	XIII	50031	50954	-	924	145
YML109W	XIII	51640	54468	+	2829	27
YML107C	XIII	55265	56269	-	1005	26
YML106W	XIII	56773	57453	+	681	306
YML105C	XIII	57866	58687	-	822	65
YML104C	XIII	58939	62322	-	3384	21
YML103C	XIII	62582	67549	-	4968	81
YML102W	XIII	68294	69700	+	1407	64
YML101C-A	XIII	69409	69726	-	318	0
YML101C	XIII	69735	70088	-	354	33
YML100W	XIII	70624	73920	+	3297	953
YML099W-A	XIII	74229	74558	+	330	0
YML099C	XIII	74398	77040	-	2643	41
YML098W	XIII	77267	77770	+	504	55
YML097C	XIII	78335	79690	-	1356	17
YML095C	XIII	81481	82113	-	633	7
YML094C-A	XIII	82219	82620	-	402	0
YML094W	XIII;XIII	82275;82374	82290;82849	+;+	492	26
YML093W	XIII	83090	85789	+	2700	87
YML092C	XIII	85987	86739	-	753	185
YML091C	XIII	87123	90731	-	3609	104
YML088W	XIII	92235	94241	+	2007	98
YML087C	XIII	94431	95369	-	939	7
YML086C	XIII	95791	97371	-	1581	163
YML085C	XIII;XIII	97941;99376	99259;99400	-;-	1344	238
YML081C-A	XIII	103983	104162	-	180	46
YML081W	XIII	104777	108532	+	3756	62
YML080W	XIII	108806	110077	+	1272	17
YML078W	XIII	111002	111550	+	549	175
YML077W	XIII	111865	112344	+	480	19
YML076C	XIII	112513	115347	-	2835	43
YML075C	XIII	115734	118898	-	3165	146
YML074C	XIII	120089	121324	-	1236	536
YML073C	XIII;XIII	123227;124158	123742;124172	-;-	531	909
YML072C	XIII	124730	129367	-	4638	272
YML071C	XIII	129749	131572	-	1824	56
YML070W	XIII	133475	135229	+	1755	184
YML069W	XIII	135500	137158	+	1659	204
YML068W	XIII	137550	138944	+	1395	26
YML067C	XIII;XIII	139063;140184	140090;140214	-;-	1059	100
YML066C	XIII	140424	141533	-	1110	12
YML065W	XIII	142210	144954	+	2745	37
YML064C	XIII	145139	145876	-	738	36
YML063W	XIII	146482	147249	+	768	1310
YML062C	XIII	147505	148683	-	1179	53
YML061C	XIII	148953	151532	-	2580	39
YML060W	XIII	151871	153001	+	1131	12
YML059C	XIII	153219	158258	-	5040	57
YML058W-A	XIII	158760	158966	+	207	13
YML058W	XIII	159383	159697	+	315	165
YML057C-A	XIII	160023	160412	-	390	1
YML057W	XIII	160180	161994	+	1815	173
YML056C	XIII;XIII	162194;163717	163308;164176	-;-	1575	443
YML055W	XIII	164790	165326	+	537	21
YML054C	XIII	165533	167308	-	1776	14
YML052W	XIII	170402	171310	+	909	108
YML051W	XIII	171594	172901	+	1308	77
YML050W	XIII	173139	174074	+	936	9
YML049C	XIII	174220	178305	-	4086	113
YML048W	XIII	178426	179637	+	1212	286
YML047W-A	XIII	179893	180258	+	366	0
YML047C	XIII	180017	181075	-	1059	1
YML046W	XIII	181474	183363	+	1890	28
YML043C	XIII	190244	191767	-	1524	5
YML042W	XIII	192788	194800	+	2013	27
YML041C	XIII	194913	195755	-	843	17
YML038C	XIII	202775	204103	-	1329	71
YML036W	XIII;XIII	205642;206204	206097;206293	+;+	546	10
YML035C	XIII	206428	208860	-	2433	109
YML034C-A	XIII	209428	209826	-	399	1
YML034W	XIII;XIII	209525;211571	211444;212155	+;+	2505	58
YML032C	XIII	212515	213930	-	1416	98
YML031C-A	XIII	214086	214421	-	336	1
YML031W	XIII	214189	216156	+	1968	120
YML030W	XIII	216435	216914	+	480	53
YML029W	XIII	217362	219878	+	2517	83
YML028W	XIII	220138	220728	+	591	2520
YML027W	XIII	221406	222563	+	1158	11
YML026C	XIII;XIII	222987;223782	223380;223828	-;-	441	871
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	58
YML024W	XIII;XIII	225889;226290	225891;226697	+;+	411	761
YML023C	XIII	226994	228664	-	1671	25
YML022W	XIII	228937	229500	+	564	152
YML021C	XIII	229734	230813	-	1080	38
YML019W	XIII	233457	234455	+	999	70
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	60
YML016C	XIII	239458	241536	-	2079	88
YML015C	XIII	241989	243029	-	1041	47
YML014W	XIII	243225	244064	+	840	52
YML013W	XIII	244149	245903	+	1755	54
YML012C-A	XIII	245537	245914	-	378	0
YML012W	XIII	246116	246751	+	636	348
YML011C	XIII	246895	247428	-	534	21
YML010W	XIII	247677	250868	+	3192	260
YML009W-B	XIII	250435	250911	+	477	0
YML009C-A	XIII	250675	251001	-	327	6
YML009C	XIII	251304	251516	-	213	49
YML008C	XIII	251839	252990	-	1152	487
YML007W	XIII	253848	255800	+	1953	132
YML006C	XIII	256092	258416	-	2325	43
YML005W	XIII	260221	261609	+	1389	19
YML004C	XIII	261705	262685	-	981	157
YML001W	XIII	267174	267800	+	627	99
YMR001C	XIII	269019	271136	-	2118	50
YMR002W	XIII	272193	272663	+	471	237
YMR003W	XIII	273118	273714	+	597	5
YMR004W	XIII	274017	275552	+	1536	63
YMR005W	XIII	276045	277211	+	1167	49
YMR006C	XIII	277561	279681	-	2121	178
YMR008C	XIII	280590	282584	-	1995	394
YMR009W	XIII	284102	284641	+	540	66
YMR010W	XIII	285100	286317	+	1218	89
YMR011W	XIII	288079	289704	+	1626	3949
YMR012W	XIII	291134	294967	+	3834	285
YMR013C	XIII	295179	296738	-	1560	17
YMR014W	XIII	298868	300427	+	1560	56
YMR015C	XIII	300869	302485	-	1617	74
YMR016C	XIII	303236	305593	-	2358	109
YMR017W	XIII	307489	308682	+	1194	5
YMR018W	XIII	310208	311752	+	1545	3
YMR019W	XIII	312156	315005	+	2850	42
YMR020W	XIII	315377	316903	+	1527	81
YMR021C	XIII	317165	318418	-	1254	24
YMR022W	XIII	318680	319177	+	498	91
YMR023C	XIII	319437	321017	-	1581	21
YMR024W	XIII	321875	323047	+	1173	51
YMR025W	XIII	323300	324187	+	888	3
YMR026C	XIII	324236	325435	-	1200	34
YMR028W	XIII	327482	328582	+	1101	31
YMR029C	XIII	328660	330231	-	1572	61
YMR030W	XIII	330793	331923	+	1131	21
YMR031C	XIII	332212	334743	-	2532	278
YMR032W	XIII	335298	337307	+	2010	53
YMR033W	XIII;XIII	337788;337904	337817;339277	+;+	1404	54
YMR034C	XIII	339418	340722	-	1305	15
YMR035W	XIII	341142	341675	+	534	29
YMR036C	XIII	341856	343520	-	1665	17
YMR037C	XIII	344403	346517	-	2115	75
YMR038C	XIII	347511	348260	-	750	191
YMR039C	XIII	348644	349522	-	879	190
YMR040W	XIII	350381	350863	+	483	8
YMR041C	XIII	350966	351973	-	1008	30
YMR042W	XIII	352603	353136	+	534	25
YMR043W	XIII	353871	354731	+	861	78
YMR044W	XIII	355384	356811	+	1428	49
YMR047C	XIII	363364	366705	-	3342	164
YMR048W	XIII	366981	367934	+	954	29
YMR049C	XIII	368094	370517	-	2424	51
YMR052W	XIII	379586	380200	+	615	5
YMR053C	XIII	380346	382898	-	2553	41
YMR054W	XIII	383303	385975	+	2673	211
YMR055C	XIII	386101	387021	-	921	11
YMR056C	XIII	387315	388244	-	930	22
YMR058W	XIII	388822	390732	+	1911	438
YMR059W	XIII	391099	391485	+	387	4
YMR060C	XIII	391532	392515	-	984	24
YMR061W	XIII	392755	394788	+	2034	53
YMR062C	XIII	395054	396379	-	1326	111
YMR063W	XIII	397077	397796	+	720	14
YMR064W	XIII	397903	399459	+	1557	28
YMR065W	XIII	399702	401216	+	1515	9
YMR066W	XIII	401541	404237	+	2697	21
YMR067C	XIII	404323	405573	-	1251	44
YMR068W	XIII	406304	407584	+	1281	39
YMR069W	XIII	407709	408566	+	858	3
YMR070W	XIII	409154	410626	+	1473	82
YMR071C	XIII	410762	411265	-	504	107
YMR072W	XIII	411569	412120	+	552	117
YMR073C	XIII	412268	412873	-	606	27
YMR074C	XIII	413036	413473	-	438	70
YMR075W	XIII	413982	416036	+	2055	13
YMR076C	XIII	416196	420029	-	3834	23
YMR077C	XIII	421484	422149	-	666	16
YMR078C	XIII	422503	424728	-	2226	20
YMR079W	XIII;XIII	424989;425154	424997;426059	+;+	915	81
YMR080C	XIII	426712	429627	-	2916	147
YMR081C	XIII	430079	431095	-	1017	71
YMR083W	XIII	434788	435915	+	1128	516
YMR086W	XIII	439208	442090	+	2883	71
YMR088C	XIII	443414	445102	-	1689	98
YMR089C	XIII	445609	448086	-	2478	143
YMR091C	XIII	450058	451365	-	1308	66
YMR092C	XIII	451632	453479	-	1848	174
YMR093W	XIII	454015	455556	+	1542	46
YMR094W	XIII	455825	457261	+	1437	2
YMR095C	XIII	457285	457959	-	675	2
YMR096W	XIII	458408	459301	+	894	35
YMR097C	XIII	459424	460527	-	1104	21
YMR098C	XIII	460771	462609	-	1839	27
YMR099C	XIII	463934	464827	-	894	90
YMR100W	XIII	466300	468162	+	1863	41
YMR101C	XIII	468445	469476	-	1032	1
YMR104C	XIII	473420	475453	-	2034	151
YMR105C	XIII	475897	477606	-	1710	706
YMR106C	XIII	478301	480190	-	1890	19
YMR107W	XIII	483014	483361	+	348	0
YMR108W	XIII	484084	486147	+	2064	436
YMR109W	XIII	486587	490246	+	3660	211
YMR110C	XIII	490394	491992	-	1599	92
YMR112C	XIII	494100	494495	-	396	18
YMR113W	XIII	494999	496282	+	1284	33
YMR115W	XIII	497704	499209	+	1506	25
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	3035
YMR117C	XIII	501250	501891	-	642	3
YMR118C	XIII	502144	502734	-	591	7
YMR119W	XIII	505333	507207	+	1875	72
YMR120C	XIII	507502	509280	-	1779	683
YMR121C	XIII	509734	510348	-	615	78
YMR123W	XIII	513593	513961	+	369	45
YMR124W	XIII	514456	517287	+	2832	124
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	67
YMR126C	XIII	520761	521789	-	1029	18
YMR127C	XIII	522329	523345	-	1017	13
YMR128W	XIII	523696	527499	+	3804	50
YMR129W	XIII	527804	531817	+	4014	87
YMR131C	XIII	533163	534698	-	1536	149
YMR132C	XIII	534944	535570	-	627	7
YMR133W	XIII;XIII	536207;537565	537448;537609	+;+	1287	11
YMR134W	XIII	537838	538551	+	714	20
YMR135C	XIII	538689	540056	-	1368	192
YMR136W	XIII	541199	542881	+	1683	170
YMR137C	XIII	542978	544963	-	1986	17
YMR138W	XIII	545155	545730	+	576	16
YMR139W	XIII	546125	547237	+	1113	91
YMR140W	XIII	547714	549183	+	1470	54
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	1085
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	763
YMR144W	XIII	553362	554390	+	1029	23
YMR145C	XIII	554793	556475	-	1683	305
YMR146C	XIII	557481	558524	-	1044	557
YMR148W	XIII	560366	560812	+	447	17
YMR149W	XIII	560996	561856	+	861	180
YMR150C	XIII	561956	562528	-	573	48
YMR151W	XIII	562506	562943	+	438	2
YMR152W	XIII	563096	564193	+	1098	100
YMR153W	XIII	564435	565862	+	1428	33
YMR154C	XIII	565999	568182	-	2184	11
YMR156C	XIII	570300	571016	-	717	11
YMR157C	XIII	571277	572044	-	768	31
YMR158W	XIII	572248	572715	+	468	24
YMR158C-A	XIII	573194	573331	-	138	0
YMR158W-B	XIII	574471	574791	+	321	1
YMR159C	XIII	574476	574928	-	453	1
YMR161W	XIII	577718	578392	+	675	41
YMR162C	XIII	578951	583921	-	4971	68
YMR163C	XIII	584271	586388	-	2118	19
YMR164C	XIII	587274	589550	-	2277	29
YMR165C	XIII	590040	592628	-	2589	58
YMR166C	XIII	593367	594473	-	1107	31
YMR167W	XIII	594886	597195	+	2310	35
YMR168C	XIII	597332	599158	-	1827	29
YMR169C	XIII	599352	600872	-	1521	15
YMR170C	XIII	601562	603082	-	1521	20
YMR171C	XIII	603868	605520	-	1653	83
YMR172W	XIII	605981	608140	+	2160	46
YMR173W	XIII	608689	609981	+	1293	121
YMR174C	XIII	610159	610365	-	207	14
YMR175W	XIII	611016	611255	+	240	2
YMR176W	XIII	611740	615975	+	4236	34
YMR177W	XIII	616566	618098	+	1533	36
YMR179W	XIII	619858	622134	+	2277	16
YMR180C	XIII	622251	623213	-	963	20
YMR182C	XIII	624532	625167	-	636	50
YMR183C	XIII	626921	627808	-	888	163
YMR184W	XIII	628189	628785	+	597	37
YMR185W	XIII	629025	631970	+	2946	9
YMR186W	XIII	632355	634472	+	2118	1136
YMR188C	XIII	636291	637004	-	714	18
YMR189W	XIII	637500	640604	+	3105	144
YMR190C	XIII	640915	645258	-	4344	45
YMR191W	XIII	645656	646777	+	1122	29
YMR192W	XIII	647118	649280	+	2163	33
YMR193W	XIII	650036	650812	+	777	21
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	124
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	10
YMR195W	XIII	654034	654417	+	384	153
YMR197C	XIII	658545	659198	-	654	87
YMR198W	XIII	659745	661529	+	1785	31
YMR199W	XIII	662644	664284	+	1641	75
YMR200W	XIII	664752	665522	+	771	127
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	15
YMR202W	XIII	667537	668205	+	669	436
YMR203W	XIII	668492	669655	+	1164	240
YMR204C	XIII	670063	671325	-	1263	20
YMR205C	XIII	671887	674766	-	2880	974
YMR207C	XIII	677193	683564	-	6372	45
YMR208W	XIII	684467	685798	+	1332	84
YMR210W	XIII	687516	688865	+	1350	67
YMR211W	XIII	689083	690510	+	1428	21
YMR212C	XIII	690695	693043	-	2349	62
YMR213W	XIII	693381	695153	+	1773	31
YMR214W	XIII	695350	696483	+	1134	99
YMR215W	XIII	696796	698370	+	1575	116
YMR216C	XIII	698811	701039	-	2229	79
YMR217W	XIII	701790	703367	+	1578	396
YMR218C	XIII	703579	706887	-	3309	50
YMR219W	XIII	707133	712109	+	4977	103
YMR220W	XIII	712316	713671	+	1356	98
YMR221C	XIII	713931	715445	-	1515	67
YMR222C	XIII	715638	716309	-	672	41
YMR223W	XIII	716715	718130	+	1416	25
YMR224C	XIII	718575	720653	-	2079	30
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	44
YMR226C	XIII	721593	722396	-	804	223
YMR227C	XIII	722613	724385	-	1773	46
YMR228W	XIII	724626	725651	+	1026	10
YMR229C	XIII	725934	731123	-	5190	111
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	466
YMR231W	XIII	733545	736634	+	3090	39
YMR232W	XIII	736926	738959	+	2034	1
YMR233W	XIII	739185	739865	+	681	13
YMR234W	XIII	740266	741312	+	1047	37
YMR235C	XIII	741512	742735	-	1224	180
YMR236W	XIII	742971	743444	+	474	120
YMR237W	XIII	743749	745923	+	2175	125
YMR238W	XIII	746353	747729	+	1377	221
YMR239C	XIII	748262	749677	-	1416	11
YMR240C	XIII	749930	751240	-	1311	18
YMR241W	XIII	751961	752905	+	945	92
YMR242C	XIII	753225	753742	-	518	633
YMR243C	XIII	754838	756166	-	1329	189
YMR244C-A	XIII	758517	758831	-	315	27
YMR246W	XIII	759807	761891	+	2085	565
YMR247C	XIII	763351	768039	-	4689	41
YMR250W	XIII	770801	772558	+	1758	201
YMR251W	XIII	772915	774015	+	1101	22
YMR251W-A	XIII	774752	774931	+	180	483
YMR255W	XIII	778001	778567	+	567	41
YMR256C	XIII	778945	779127	-	183	29
YMR257C	XIII	779629	782031	-	2403	19
YMR258C	XIII	782620	784281	-	1662	76
YMR259C	XIII	784621	788883	-	4263	38
YMR260C	XIII	789378	789839	-	462	259
YMR261C	XIII	790205	793369	-	3165	239
YMR263W	XIII	794919	795524	+	606	38
YMR264W	XIII	795805	796416	+	612	75
YMR266W	XIII	798518	801379	+	2862	148
YMR267W	XIII	801772	802704	+	933	29
YMR268C	XIII	802888	804222	-	1335	6
YMR269W	XIII	804456	805091	+	636	16
YMR270C	XIII	805326	806423	-	1098	35
YMR271C	XIII	806865	807548	-	684	15
YMR272C	XIII	809623	810777	-	1155	215
YMR273C	XIII	811233	813980	-	2748	73
YMR274C	XIII	814364	815311	-	948	19
YMR275C	XIII	815651	818581	-	2931	81
YMR276W	XIII	818827	819948	+	1122	477
YMR277W	XIII	820256	822454	+	2199	70
YMR278W	XIII	822763	824631	+	1869	82
YMR280C	XIII	827028	831329	-	4302	38
